game_id,project,experiment,iteration,dev_mode,condition,randomization,prolific_id,browser,browser_width,browser_height,is_mobile_device,start_experiment_ts,end_experiment_ts,experiment_duration_ms,comprehension_attempts,design_trial_order,age,gender,race,ethnicity,judged_difficulty,judged_effort,input_device,feedback,technical_difficulties
4997-20910a17-b97f-459b-8644-1d4977b66723,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,5cad1ee882265600134d3724,firefox,2560.0,1278.0,False,1768349927055.0,1768350798783.0,871728.0,0.0,"[""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL""]",28,Male,Black/African American,Non-Hispanic,2,3,Mouse,Distance to the delivery/star from the rest of the kitchen and whether the items on the counter are clustered or spread about.,
5102-b767d886-b0f5-4d85-a49a-d088e9770872,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,5ea3694d838a642e5790ec0a,edge-chromium,2040.0,994.0,False,1768355393033.0,1768356231470.0,838437.0,0.0,"[""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL""]",23,Female,White,Non-Hispanic,2,4,Mouse,I tried to keep the vegetables close to the cutting board,
5164-e280948b-c3cd-4783-a535-f66931109d57,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,64136da866ff27f7bf98cfe0,chrome,1920.0,911.0,False,1768342566675.0,1768343621125.0,1054450.0,1.0,"[""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL""]",37,Male,Asian,Non-Hispanic,2,5,Mouse,Putting the most efficiency in layout depending on the type of salad. ,
5251-19e03bf9-a260-41f4-b8d7-0fd585a856ad,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,67435bbf9649c44a0e379543,edge-chromium,1528.0,732.0,False,1768354050699.0,1768354616067.0,565368.0,1.0,"[""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL""]",32,Female,White,Non-Hispanic,2,5,Mouse,How quickly each station could be accessed. ,
5251-d8dc2f3d-5edf-44c8-8811-51b651b84f10,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,5d151a5639931e001a77af8d,chrome,1536.0,793.0,False,1768355833199.0,1768357058333.0,1225134.0,0.0,"[""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad""]",30,Female,White,Hispanic,2,5,Other,I tried to make the kitchen that took the least amount of steps and let the cook know what salad to make,
5367-b56bcbe5-fa57-4565-9fcf-65cd59dad449,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,5b16e1a5457ace0001b40d46,chrome,1920.0,953.0,False,1768355647550.0,1768356568143.0,920593.0,0.0,"[""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL""]",45,Female,Asian,Non-Hispanic,3,5,Mouse,"I would group those ingredients, chopping board and plate as close as possible and still give some room for movements. It was fun. I would love to try my design!",N/A
5393-4ab7de7d-0d1f-4beb-bb87-5aacf4f95018,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,6621a2f38453311275d17d65,chrome,2560.0,1271.0,False,1768341867513.0,1768342771712.0,904199.0,1.0,"[""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad""]",24,Female,White,Non-Hispanic,4,5,Mouse,I thought about the path the cook would have to take and making it obvious which dish needed to be prepared,I did not encounter any technical difficulties
5438-84918be1-2344-48fd-8ad8-930df547a291,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,671d85bcbb39dda9a3e63322,chrome,528.0,722.0,False,1768355726685.0,1768356570884.0,844199.0,5.0,"[""923da982-5016-4456-980f-fe08463be1e4_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL""]",28,Male,Black/African American,Non-Hispanic,3,5,Mouse,I try to consider what can make my job the easiest when cooking,
5516-49218238-54bd-4b94-b529-3cfdb9ff3efe,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,5c91658e319e1200014f6f9b,chrome,1920.0,919.0,False,1768355744393.0,1768356833791.0,1089398.0,3.0,"[""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad""]",40,Male,White,Non-Hispanic,3,5,Mouse,The kitchen path around the furniture. ,
5571-ad687394-52bb-456e-9675-7ca6c0751e0b,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,60185a66df57040bd1cc2419,firefox,1920.0,995.0,False,1768355341751.0,1768356224015.0,882264.0,0.0,"[""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad""]",32,Male,White,Non-Hispanic,2,4,Mouse,"It was pretty interesting overall! Mostly, I tried to place the furniture in a way that naturally lead the cook to the correct salad, prioritizing getting the right salad over the fewest steps in cases where those were at odds.","Everything was good. I used Firefox, and the game seemed to work just fine!"
5606-76762c58-6c98-4878-ae2c-f3651a91ca48,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,606492360e422d12dc63000e,chrome,1920.0,911.0,False,1768353880597.0,1768354238296.0,357699.0,0.0,"[""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad""]",29,Male,White,Non-Hispanic,3,4,Mouse,"Whichever dish was to be made, i put the plate closest to those ingrediants.",
5633-623daba5-5193-4191-bb62-6b04018120ed,environment_design,overcooked_design,prolific-run-01132026,False,base,fully-interleaved,6333a507e85e0b8a172bd2a1,chrome,1366.0,613.0,False,1768355270951.0,1768356501368.0,1230417.0,0.0,"[""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL""]",54,Male,White,Non-Hispanic,2,3,Mouse,I looked at the recipe and decided the layout afterwards. Trying to get the ingredients as close to each other as possible.,I did not encounter any technical difficulties.
5653-f412bb56-8bf6-425d-93e0-0263672e4fe4,environment_design,overcooked_design,prolific-run-01132026,False,communicative,fully-interleaved,60c3f23e89a2b54322a2d861,chrome,1470.0,772.0,False,1768354761197.0,1768355401362.0,640165.0,4.0,"[""908ba92f-7e3f-40cf-a293-86847bd7f04f_SaladOL"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_SaladOL"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_SaladOL"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_SaladOL"",""908ba92f-7e3f-40cf-a293-86847bd7f04f_Salad"",""9ea49cb3-212e-452f-908a-09b81601fe45_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_Salad"",""e9fc4a2f-efaf-4341-b11b-bf9fbb625dc5_Salad"",""6be479f8-4a3f-4d97-8f06-0f301b0acd64_Salad"",""9869c018-45e4-4d69-80fb-dc3e7ac8cb03_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_Salad"",""94e306f0-ad75-49ba-b2f1-553a5ce7c9c5_SaladOL"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_Salad"",""a3f0e9a9-0cec-4adb-855a-238beeba7bf9_SaladOL"",""923da982-5016-4456-980f-fe08463be1e4_SaladOL"",""9ea49cb3-212e-452f-908a-09b81601fe45_Salad"",""b69ccfaa-7ae4-4bf8-ac1f-a0a9d5fcb40f_SaladOL"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_SaladOL"",""e5abe513-7271-4d97-8f41-c67d5dc744c7_Salad"",""ccd95ed1-36b4-46f6-a2fc-fd3f110cda80_Salad"",""74b431e8-e8ca-48fd-b5b4-ab6f32563faf_SaladOL""]",42,Male,White,Non-Hispanic,2,3,Trackpad,I considered how many steps it would take to make the dish,
